"ID";"observation_time";"temperature";"pressure";"humidity"
470;"2025-11-08 23:02:33";6,42252;959,383;84,2399
471;"2025-11-09 00:02:39";5,26093;959,493;85,0887
472;"2025-11-09 01:03:00";4,41177;959,561;85,6781
473;"2025-11-09 02:03:06";4,85237;959,81;85,0029
474;"2025-11-09 03:03:07";4,83635;959,808;86,3762
475;"2025-11-09 04:03:07";4,82833;960,183;86,2045
476;"2025-11-09 05:03:07";3,63737;960,352;86,1511
477;"2025-11-09 06:03:07";3,15938;959,962;85,3977
478;"2025-11-09 07:03:19";2,80156;960,616;84,7893
479;"2025-11-09 08:03:19";5,10071;961,469;81,8195
480;"2025-11-09 09:03:19";9,29313;961,72;69,2728
481;"2025-11-09 10:03:19";13,3066;961,813;54,481
482;"2025-11-09 11:03:19";15,5283;961,517;44,8183
483;"2025-11-09 12:03:19";17,1332;960,74;37,8487
